design_label,design_size,no_of_instances,no_of_gates,no_of_inputs,no_of_outputs,num_macros,pin_density,congestion_risk_score
7637,9826,11203,8001,23,73,7243,0.7754,0.91
7638,28156,15274,8852,24,48,15968,0.6821,0.29
7639,7874,41590,8570,37,50,10496,0.3266,0.95
7640,20345,21893,596,85,10,16506,0.403,0.28
7641,2085,27697,15580,98,12,3507,0.5825,0.82
7642,14352,8853,19615,86,43,18456,0.6375,0.28
7643,21416,38497,9048,8,97,16346,0.2506,0.07
7644,4703,6418,11515,36,48,4135,0.6298,0.81
7645,19262,33169,15666,23,31,10319,0.7154,0.45
7646,16060,20251,19767,7,20,7638,0.327,0.39
7647,9562,40374,19174,96,95,13882,0.3724,0.43
7648,25316,8801,12767,65,43,17977,0.3812,0.61
7649,14266,7062,15475,42,5,15273,0.8579,0.26
7650,29379,38297,4951,10,55,5833,0.4849,0.24
7651,7854,48734,11892,60,67,10278,0.5714,0.48
7652,14346,30141,5758,44,37,4799,0.707,0.04
7653,4178,7348,2132,85,54,5095,0.46,0.64
7654,12953,19929,9845,73,58,897,0.2739,0.82
7655,17851,2303,12591,87,31,17368,0.658,0.73
7656,4142,25470,310,46,85,1445,0.6671,0.47
7657,16384,35347,13617,90,83,16972,0.3824,0.57
7658,14489,10486,6032,92,90,14163,0.2247,0.03
7659,2675,534,550,78,23,10436,0.6657,0.91
7660,6854,43098,1065,6,32,951,0.6924,0.56
7661,28279,34574,10575,32,27,18317,0.2182,0.32
7662,18065,24744,4013,21,68,8381,0.6852,0.29
7663,2086,38593,11916,74,43,19136,0.8572,0.66
7664,18724,18388,12297,73,53,10910,0.3251,0.58
7665,20450,4059,2756,43,63,11160,0.5649,0.19
7666,26781,47389,15322,11,24,9536,0.6877,0.41
7667,24088,11243,2149,36,65,11124,0.3611,0.68
7668,15570,39693,6436,8,13,17850,0.7261,0.3
7669,24804,39215,5388,25,27,11314,0.8077,0.51
7670,6068,45709,18999,36,11,11574,0.7702,0.25
7671,29477,22640,8350,86,35,2632,0.3812,0.07
7672,28672,35581,19515,18,64,16792,0.763,0.39
7673,25527,30069,4347,74,65,1550,0.4893,0.73
7674,7593,11661,19382,79,79,8169,0.3865,0.21
7675,4203,22678,8455,50,85,18372,0.3176,0.75
7676,2176,12887,15144,24,30,864,0.8363,0.67
7677,21715,6612,15251,97,86,8837,0.4988,0.51
7678,3094,10696,12664,62,58,14589,0.806,0.97
7679,3844,31846,13411,84,35,5116,0.3117,0.88
7680,14566,20030,1090,52,45,11237,0.7369,0.56
7681,14623,48050,12860,11,32,6136,0.277,0.56
7682,27432,30301,8038,44,94,6344,0.2123,0.28
7683,5694,18787,7609,63,10,11560,0.8965,0.92
7684,7631,36089,17421,40,38,14179,0.2515,0.9
7685,7471,30283,19629,48,96,2114,0.5231,0.74
7686,14647,20858,553,35,13,18785,0.8149,0.13
7687,18128,1182,5394,46,97,14250,0.7736,0.7
7688,29047,41505,8997,48,16,7414,0.5298,0.25
7689,3244,30932,9583,47,20,1414,0.6276,0.19
7690,14090,45991,14858,47,75,11070,0.6408,0.76
7691,14183,45910,8198,51,35,17518,0.2769,0.96
7692,16726,47001,14205,10,37,16700,0.3994,0.11
7693,20569,18076,15243,97,11,13458,0.4107,0.16
7694,8054,38476,1431,95,7,13644,0.4647,0.22
7695,7369,5626,7062,70,24,9512,0.3917,0.96
7696,7230,31186,15263,90,9,8276,0.376,0.7
7697,6928,21663,15262,13,71,4931,0.4483,0.68
7698,24846,6572,13858,15,42,117,0.4655,0.51
7699,8944,2875,10761,84,83,16622,0.5411,0.54
7700,14320,15928,15223,81,60,12945,0.3215,0.29
7701,6431,44876,18321,22,27,17116,0.7518,0.15
7702,19996,18074,9565,29,6,13282,0.8025,0.78
7703,13497,22488,11989,78,25,11196,0.3737,0.47
7704,17983,15155,2181,62,82,3188,0.2863,0.26
7705,10391,18715,2474,34,18,13284,0.7056,0.63
7706,18642,37986,11626,5,66,9573,0.847,0.21
7707,10264,22938,9250,67,15,3240,0.2246,0.49
7708,28601,40828,17751,83,8,902,0.2101,0.19
7709,21646,12564,3266,33,51,16092,0.3284,0.76
7710,10550,40464,12876,70,98,7403,0.6794,0.32
7711,20523,7340,66,79,24,12238,0.8753,0.44
7712,2135,5042,4720,57,56,18128,0.7253,0.75
7713,11563,19722,2673,23,20,9549,0.6011,0.66
7714,8077,13636,13400,70,49,13980,0.6904,0.4
7715,17341,1700,16563,88,12,2645,0.3615,0.07
7716,20307,5800,14500,56,66,1268,0.682,0.92
7717,23254,38939,1523,35,88,8725,0.425,0.01
7718,25725,10348,9310,64,25,7809,0.3557,0.73
7719,12282,45391,4361,72,68,11791,0.3656,0.95
7720,398,17193,19329,97,34,16715,0.6675,0.31
7721,23728,19455,2786,34,40,8871,0.7371,0.08
7722,1023,17277,1996,17,9,2516,0.6073,0.25
7723,20716,19583,15790,19,89,4225,0.2447,0.31
7724,13431,43915,16734,24,42,4971,0.2266,0.45
7725,20790,38633,9226,38,91,10971,0.352,0.53
7726,19283,126,11933,96,23,6606,0.4005,0.73
7727,6678,39561,4551,24,78,18815,0.4834,0.9
7728,4975,21806,11668,54,31,2986,0.2532,0.46
7729,21810,24760,5964,93,17,13564,0.7076,0.75
7730,12354,39477,132,31,13,10547,0.698,0.13
7731,23066,42182,8414,34,21,11680,0.4427,0.33
7732,28721,16358,17432,60,99,6189,0.5941,0.12
7733,18286,38177,5854,88,48,19883,0.2706,0.69
7734,11005,32879,19575,69,49,13802,0.4907,0.91
7735,13453,24254,19316,59,92,14148,0.8003,0.89
7736,29182,29784,12343,28,46,10308,0.6624,0.33
7737,15982,15489,12862,29,55,19435,0.2728,0.23
7738,27529,26424,3134,57,87,6049,0.7933,0.27
7739,19141,27785,2095,80,62,5124,0.6765,0.29
7740,29198,27295,16638,15,62,6169,0.5171,0.08
7741,19830,21897,13234,98,34,13133,0.6845,0.13
7742,9763,46539,14425,64,9,11875,0.321,0.21
7743,19433,5874,1602,81,12,7100,0.5853,0.01
7744,1041,31733,7866,51,41,11199,0.6325,0.05
7745,2007,49431,874,29,51,11027,0.8494,0.7
7746,4937,896,3798,29,93,8462,0.2468,0.62
7747,13780,40147,5628,21,49,15558,0.4623,0.95
7748,24589,28489,5247,16,9,7924,0.8558,0.4
7749,17727,7288,9080,56,67,15427,0.3521,0.44
7750,5796,23796,18395,15,90,17213,0.7692,0.07
7751,16326,2124,987,14,51,18696,0.2011,0.15
7752,13643,7766,7645,85,29,7935,0.2181,0.69
7753,12715,36085,474,64,54,4781,0.4293,0.24
7754,1566,6684,11552,58,97,17473,0.738,0.77
7755,20441,25562,3101,84,49,15062,0.2729,0.71
7756,18450,27144,2955,67,34,7616,0.468,0.75
7757,475,5385,12288,24,52,2330,0.292,0.69
7758,362,7470,2744,9,55,14410,0.3565,0.71
7759,20846,18003,3645,45,98,17822,0.5521,0.55
7760,22986,32599,1317,67,59,8169,0.4234,0.68
7761,11680,32468,471,60,59,3558,0.3483,0.53
7762,28071,23095,19700,36,50,2168,0.4754,0.21
7763,10236,39724,7067,31,35,12297,0.6907,0.22
7764,7933,35300,9899,72,38,18016,0.2836,0.41
7765,1993,22941,18534,52,96,14410,0.5357,0.01
7766,8206,4966,16399,11,78,3495,0.3923,0.89
7767,11926,13666,12181,50,72,2868,0.465,0.27
7768,1752,37922,8926,82,37,17110,0.7751,0.05
7769,22024,41976,2276,92,60,10384,0.8508,0.42
7770,28817,28652,4438,22,62,9655,0.3701,0.82
7771,20376,34649,2472,42,61,6413,0.641,0.4
7772,699,25014,7276,69,21,5437,0.6737,0.26
7773,21299,43930,9319,21,15,13855,0.7897,0.54
7774,18396,44642,12227,94,75,13427,0.8293,0.57
7775,25968,22433,12082,90,85,15956,0.5276,0.76
7776,8892,16058,11558,86,96,12233,0.8878,0.8
7777,25056,21054,7366,42,21,10464,0.8796,0.71
7778,20697,9738,2893,96,14,161,0.5545,0.0
7779,3737,34247,4161,89,30,3429,0.5794,0.0
7780,10455,9775,12513,67,10,3201,0.6674,0.98
7781,16089,24154,13828,98,85,7695,0.4617,0.26
7782,29031,43134,18337,46,20,18378,0.6634,0.28
7783,9390,31761,4274,12,94,18934,0.56,0.73
7784,5699,17284,5029,34,8,8654,0.2248,0.58
7785,22932,48063,16859,68,66,12310,0.7969,0.46
7786,14442,25922,2451,13,88,2701,0.8583,0.12
7787,25041,11029,8991,61,68,16358,0.2184,0.08
7788,14045,5367,15735,63,60,9818,0.7525,0.7
7789,10862,36125,16013,97,79,3208,0.4701,0.12
7790,28095,12169,16477,99,27,4127,0.6099,0.44
7791,14412,1081,17993,71,37,100,0.55,0.74
7792,7482,43536,6085,79,35,15535,0.5859,0.92
7793,27152,18572,7121,9,11,17603,0.5466,0.87
7794,9082,19436,16581,99,90,12692,0.7974,0.86
7795,20053,25687,2220,88,9,14748,0.6785,0.36
7796,7807,11756,5168,8,41,5865,0.4888,0.93
7797,17230,27426,7347,12,5,16075,0.682,0.68
7798,24988,18610,4213,46,74,7203,0.8755,0.89
7799,4733,40931,8076,39,49,6375,0.2562,0.09
7800,17404,19075,9069,17,51,5981,0.4717,0.04
7801,9369,9765,9994,9,72,16075,0.8093,0.43
7802,13878,27197,2989,44,98,17322,0.7173,0.83
7803,7108,25841,5777,23,34,453,0.8545,0.41
7804,15623,6537,11970,86,85,12851,0.2279,0.88
7805,27505,25285,3666,8,64,8026,0.8039,0.23
7806,18865,10475,5455,63,28,4035,0.7543,0.04
7807,3718,27207,10519,22,35,16310,0.7705,0.76
7808,25473,30584,8401,28,32,6599,0.6181,0.63
7809,20927,35729,11607,97,49,5178,0.2363,0.44
7810,372,45710,5930,35,8,12851,0.5774,0.85
7811,27686,25935,14146,62,65,15647,0.4854,0.82
7812,13107,29843,1063,32,43,19021,0.5689,0.32
7813,18257,31017,8793,13,87,339,0.7182,0.84
7814,2647,39095,7441,49,28,18662,0.6172,0.35
7815,3264,11524,17609,94,75,15724,0.4048,0.62
7816,21264,9743,9405,53,50,10555,0.6197,0.19
7817,14514,10410,5297,6,57,12420,0.2582,0.26
7818,29393,19051,7568,10,52,12078,0.2038,0.45
7819,14427,26668,6340,33,13,14643,0.4811,0.31
7820,15676,15333,1358,30,26,9911,0.73,0.13
7821,1046,13300,9734,32,6,10488,0.7758,0.48
7822,14793,21648,12773,11,95,697,0.5849,0.51
7823,27341,10632,4877,38,20,19588,0.8076,0.16
7824,16990,23565,18211,60,9,315,0.2881,0.17
7825,15640,21391,109,14,16,3538,0.8749,0.03
7826,6819,42548,7036,61,56,15382,0.8452,0.03
7827,8535,30680,10693,51,30,11159,0.6195,0.36
7828,25181,26249,15266,90,19,19212,0.2411,0.15
7829,29193,21446,7910,31,71,11843,0.5179,0.92
7830,11450,10719,13475,43,77,14188,0.3255,0.2
7831,22844,40018,13856,26,63,3877,0.6399,0.07
7832,24141,1866,15000,23,96,692,0.333,0.4
7833,3690,3649,1642,13,43,14072,0.5373,0.19
7834,10164,18793,14514,23,67,866,0.3439,0.06
7835,28469,32022,6147,6,29,2241,0.3273,0.75
7836,17676,42502,6508,96,45,2718,0.3735,0.56
7837,29101,34844,9201,65,32,11869,0.2204,0.06
7838,29421,48428,4216,63,25,11833,0.7013,0.47
7839,17948,12265,6538,90,97,7609,0.4147,0.04
7840,490,23664,10465,74,93,19806,0.6887,0.35
7841,22099,35358,12058,75,98,10172,0.6574,0.36
7842,12768,25401,11220,74,65,7058,0.2463,0.82
7843,11669,44863,17480,37,61,8770,0.4184,0.74
7844,13129,20865,14566,82,15,4112,0.5968,0.9
7845,22590,44887,9310,69,23,12676,0.8429,0.14
7846,13207,7525,7686,29,79,11825,0.4809,0.53
7847,25348,12957,4237,74,93,7552,0.5534,0.02
7848,2660,27563,3390,32,5,19234,0.7251,0.83
7849,5967,22544,6227,22,36,17364,0.7623,0.37
7850,15384,41557,15991,67,89,10840,0.8463,0.07
7851,1311,36844,3485,95,81,4243,0.548,0.32
7852,9221,14305,7350,53,38,12417,0.3357,0.29
7853,1639,804,12719,70,21,4433,0.7351,0.77
7854,25588,5552,1015,44,59,11136,0.2879,0.13
7855,17127,45717,7494,89,23,3200,0.4928,0.56
7856,29198,38962,10676,91,78,2627,0.6397,0.79
7857,8793,3781,14660,70,46,4930,0.6843,0.74
7858,9021,20622,550,84,63,4355,0.7131,0.94
7859,17767,18400,4604,8,77,15001,0.3355,0.0
7860,24164,9666,16483,38,79,19582,0.8872,0.35
7861,10410,7601,17421,9,42,12652,0.3249,0.37
7862,23829,1945,13341,26,35,8110,0.2673,0.03
7863,12844,39281,6821,24,70,5176,0.6648,0.82
7864,4486,40858,17549,51,92,18380,0.837,0.69
7865,28512,42496,3982,81,73,13292,0.5916,0.53
7866,17403,13330,4484,38,54,1622,0.6168,0.41
7867,12342,17854,3617,48,34,13873,0.5769,0.9
7868,18823,34504,1708,10,39,16633,0.2299,0.26
7869,14357,22664,10118,60,63,18811,0.6769,0.33
7870,9047,32462,14211,33,21,4118,0.4507,0.95
7871,14046,18327,7994,57,99,8331,0.855,0.06
7872,6030,24860,5850,5,70,17024,0.3308,0.78
7873,5502,29823,14458,63,84,6248,0.4115,0.72
7874,22147,47575,8067,52,25,8333,0.5534,0.9
7875,26545,17315,2865,11,98,11899,0.5341,0.09
7876,29148,5638,1020,90,56,12398,0.4802,0.97
7877,16117,21799,13335,36,69,10406,0.4201,0.03
7878,21759,43185,257,82,18,17023,0.303,0.34
7879,607,12554,16693,65,20,19748,0.7746,0.08
7880,1536,48317,5075,61,59,17219,0.5141,0.05
7881,27251,41323,4408,55,13,13435,0.6011,0.96
7882,11718,21811,16938,92,12,12358,0.5826,0.72
7883,8850,15159,12540,23,77,10130,0.6028,0.51
7884,16222,48498,1809,31,38,4095,0.6934,0.11
7885,7454,1386,14351,67,37,17611,0.6406,0.53
7886,11394,34397,14437,64,90,1327,0.3917,0.32
7887,21000,42868,13717,65,98,3015,0.5876,0.27
7888,13940,39523,3844,65,11,8543,0.3712,0.62
7889,20106,34745,3640,91,86,2394,0.6122,0.79
7890,4499,42809,14748,49,25,7708,0.5024,0.44
7891,5137,26585,12382,25,9,13110,0.2276,0.49
7892,28733,32367,7020,48,75,5213,0.7138,0.65
7893,24595,45923,9643,97,16,19649,0.3923,0.12
7894,15948,27186,3379,5,63,8237,0.8441,0.83
7895,3815,16584,11086,99,85,12756,0.3964,0.84
7896,14977,3187,14422,95,62,16495,0.8976,0.54
7897,7937,38696,2142,48,92,907,0.5241,0.19
7898,1401,18775,19401,66,41,17774,0.2185,0.5
7899,7470,24780,18109,65,87,13033,0.2534,0.11
7900,21669,17177,337,95,49,17408,0.2575,0.76
7901,18639,38274,17219,83,84,4687,0.2394,0.31
7902,6511,11532,2366,93,29,19737,0.3875,0.31
7903,6465,3591,16309,83,31,18145,0.4272,0.95
7904,15549,46226,2888,87,55,17223,0.2779,0.42
7905,792,46222,11879,54,46,630,0.5067,0.79
7906,29026,3492,8187,79,75,8593,0.4557,0.64
7907,1578,2368,1315,45,46,2352,0.6454,0.32
7908,6496,38500,3033,37,64,1123,0.3371,0.12
7909,8548,36651,14739,91,76,10273,0.8398,0.8
7910,10722,28188,14157,16,83,7611,0.5612,0.76
7911,16925,14579,8193,6,62,12610,0.6366,0.17
7912,10173,25565,8080,25,84,18316,0.2277,0.25
7913,2746,48255,13172,18,76,4395,0.5914,0.77
7914,5309,22457,10702,38,85,17694,0.4577,0.98
7915,28496,6069,661,83,26,7097,0.8469,0.84
7916,6633,9081,3573,89,62,281,0.82,0.68
7917,21161,21132,5474,68,15,14813,0.6464,0.92
7918,7311,41718,9989,27,10,9198,0.7375,0.29
7919,10027,24508,1678,89,26,4779,0.6512,0.01
7920,12027,24341,13226,54,82,9336,0.2119,0.32
7921,19129,48040,7957,18,96,12171,0.6922,0.97
7922,24694,17502,3422,89,16,19970,0.324,0.88
7923,9416,25866,13152,80,31,19926,0.6778,0.05
7924,12277,3757,9839,50,5,17736,0.2074,0.5
7925,10946,21330,3189,9,68,4364,0.4176,0.08
7926,8033,18780,11693,70,78,16740,0.5618,0.79
7927,5576,17258,18693,26,84,10265,0.4332,0.37
7928,13953,19295,2300,74,43,3524,0.6858,0.91
7929,8028,42440,6171,6,64,15308,0.5659,0.05
7930,2180,36050,8231,33,74,14154,0.8718,0.73
7931,6189,13079,15353,65,58,17836,0.4505,0.4
7932,23880,7967,16717,75,29,13998,0.7053,0.27
7933,26223,15255,5775,20,24,11640,0.7851,0.52
7934,7897,13106,15634,68,40,18551,0.3775,0.49
7935,17345,4429,13269,18,27,16841,0.7279,0.35
7936,8446,22651,8844,47,84,5730,0.4753,0.65
7937,19978,35965,14162,80,5,14904,0.2901,0.66
7938,1004,1504,11594,47,98,12943,0.2026,0.08
7939,17753,37969,4125,74,31,5553,0.7206,0.6
7940,16888,1469,12828,59,56,6274,0.3304,0.71
7941,25519,39533,6212,80,6,7655,0.2358,0.08
7942,10074,18548,7686,35,25,18526,0.548,0.66
7943,26240,35633,8052,80,13,16570,0.4427,0.8
7944,1284,24275,13503,78,92,11112,0.6843,0.83
7945,25422,816,14683,44,52,9220,0.2752,0.04
7946,1825,13950,17927,31,43,13157,0.2929,0.7
7947,11480,1811,13042,56,46,1534,0.4829,0.8
7948,24946,25901,12176,11,75,19810,0.5643,0.4
7949,13157,21851,13140,50,98,6376,0.7769,0.54
7950,22295,39129,16806,37,49,516,0.6099,0.27
7951,5706,49260,7121,95,6,4983,0.8318,0.31
7952,4056,25273,13799,12,80,14589,0.3524,0.5
7953,16655,6186,19325,9,81,1024,0.6174,0.15
7954,24949,47230,12033,65,71,12960,0.6587,0.37
7955,18790,11323,6636,76,47,5237,0.7081,0.3
7956,25834,16320,19753,64,22,7062,0.8921,0.24
7957,26382,13492,10691,89,43,14071,0.5276,0.48
7958,16181,20151,4017,28,10,2701,0.4585,0.84
7959,26447,2346,872,11,46,18233,0.7965,0.24
7960,521,20110,271,65,56,15013,0.3238,0.66
7961,5640,2922,6930,87,31,17449,0.2259,0.25
7962,25885,24767,12179,99,83,6288,0.5105,0.14
7963,16388,17334,15593,40,19,15182,0.373,0.94
7964,16066,30754,3938,31,23,9698,0.4776,0.63
7965,15982,49551,13549,33,66,16070,0.8903,0.1
7966,4775,9769,10402,91,68,8610,0.4439,0.63
7967,9182,21884,19704,24,55,6097,0.6956,0.18
7968,13109,29772,10167,74,51,6639,0.3753,0.89
7969,27943,1182,12822,80,61,14708,0.4124,0.25
7970,29652,11248,4043,80,24,15015,0.3702,0.81
7971,29893,27594,19032,7,24,12855,0.6005,0.2
7972,6848,41035,1716,43,86,1394,0.3583,0.56
7973,6203,9657,16362,87,68,9374,0.7029,0.91
7974,17957,44596,11323,49,42,7589,0.6762,0.3
7975,19727,36819,14388,72,42,7914,0.4949,0.08
7976,29154,47545,4807,35,69,17913,0.2179,0.55
7977,18665,48837,11410,42,80,13275,0.2159,0.17
7978,26125,41835,17988,10,9,19500,0.573,0.73
7979,19580,39636,6165,12,68,7141,0.7874,0.59
7980,23130,14139,5487,32,31,12270,0.6192,0.35
7981,27932,2403,9322,19,24,18906,0.505,0.71
7982,11448,48031,12176,99,64,1008,0.8175,0.24
7983,9882,40025,16521,12,44,17922,0.3379,0.92
7984,5982,18381,7165,58,87,18367,0.4516,0.35
7985,28915,48997,2753,10,83,13634,0.5957,0.76
7986,22466,22309,11201,33,10,5777,0.4042,0.26
7987,28657,28273,18852,38,77,5199,0.8984,0.71
7988,5898,42387,4197,11,40,5024,0.5166,0.03
7989,9727,25290,1797,44,91,3311,0.2362,0.3
7990,8515,33112,8282,78,78,10441,0.3233,0.09
7991,24895,41816,15201,17,69,10544,0.5727,0.45
7992,12566,41883,10380,66,15,13095,0.585,0.44
7993,9946,43887,16472,90,53,9120,0.8889,0.36
7994,12820,20291,11326,89,88,5618,0.62,0.98
7995,24940,2879,18585,69,32,4818,0.6666,0.24
7996,9245,18330,3987,45,26,13213,0.3496,0.79
7997,4624,46591,6936,46,88,11936,0.2748,0.45
7998,28409,23505,10332,70,51,5227,0.6214,0.33
7999,6659,12903,258,97,84,8096,0.8054,0.2
8000,7720,49725,649,15,70,17304,0.6112,0.63
8001,19258,27925,3759,54,29,6651,0.5099,0.33
8002,22157,13798,16647,75,95,8947,0.6047,0.81
8003,3224,34660,5773,39,71,19123,0.5281,0.97
8004,8771,15476,14054,98,91,10501,0.2993,0.23
8005,11806,18218,9818,84,36,4631,0.7188,0.13
8006,17837,13217,10366,83,21,12109,0.5731,0.32
8007,27998,40083,18842,24,44,7084,0.4795,0.47
8008,12170,38056,8022,32,88,18401,0.5917,0.3
8009,25565,48886,17256,41,34,9494,0.3689,0.97
8010,20338,47569,19029,7,63,9494,0.4996,0.78
8011,8234,38149,15596,97,32,5130,0.6357,0.97
8012,1024,22342,10341,63,51,4488,0.3583,0.37
8013,18654,1044,11844,77,27,3178,0.7243,0.3
8014,26578,31795,11709,31,87,9908,0.5647,0.41
8015,5606,1611,8033,36,61,12631,0.8032,0.52
8016,13750,45586,6550,52,93,16236,0.7931,0.74
8017,29549,22602,1684,50,92,11851,0.5462,0.88
8018,2495,24905,14109,99,5,9861,0.3368,0.46
8019,24704,27093,4864,51,96,17778,0.7156,0.29
8020,15410,8469,17601,94,33,12155,0.4931,0.32
8021,8326,44988,4126,44,54,12010,0.6162,0.7
8022,11881,46589,8440,7,68,18212,0.2751,0.57
8023,5615,35483,5492,79,85,3153,0.6421,0.49
8024,19154,18097,3555,33,79,5916,0.4615,0.2
8025,3465,15729,17236,95,41,5580,0.4339,0.88
8026,17072,32049,552,62,65,3138,0.8859,0.78
8027,11510,2940,12806,54,11,5221,0.5027,0.14
8028,19622,14151,14312,14,94,4515,0.6746,0.37
8029,9195,27623,16191,65,91,6643,0.6394,0.54
8030,23147,1874,10655,65,68,400,0.273,0.45
8031,20570,13362,7989,27,22,6572,0.7235,0.4
8032,10461,3971,4769,10,33,13800,0.4262,0.72
8033,8631,8373,7798,79,64,250,0.7593,0.05
8034,4370,17329,2920,64,58,2602,0.6253,0.47
8035,22503,27485,4808,31,76,7601,0.422,0.26
8036,10006,42276,13088,59,25,16257,0.4494,0.08
8037,29368,29389,6018,35,25,12170,0.7121,0.46
8038,29222,3360,11709,34,62,15705,0.585,0.17
8039,17040,32119,17532,71,53,1101,0.6678,0.26
8040,29931,3245,19603,17,40,10920,0.3108,0.51
8041,24506,31853,16816,63,21,15051,0.7509,0.97
8042,11379,7902,7840,58,84,10037,0.4243,0.68
8043,5552,2363,9635,25,57,3608,0.6339,0.28
8044,27942,27013,4321,47,19,8348,0.2803,0.38
8045,20051,8255,4373,15,83,18987,0.425,0.41
8046,26732,1022,2088,71,44,3563,0.6542,0.15
8047,20383,6795,16027,42,85,9510,0.3919,0.16
8048,6577,20772,5511,99,55,7703,0.8162,0.15
8049,23984,38626,8113,28,69,72,0.6629,0.52
8050,17500,45444,18419,55,17,15606,0.8092,0.67
8051,6570,19114,1312,80,42,16794,0.4768,0.59
8052,2162,7916,5781,65,78,4845,0.2238,0.98
8053,9130,25843,9953,50,30,1500,0.6033,0.13
8054,26313,40424,399,47,80,2804,0.4374,0.99
8055,20805,49093,490,31,87,17061,0.5137,0.47
8056,19980,28639,19242,89,19,19701,0.6768,0.22
8057,1913,30202,13949,93,9,616,0.6905,0.94
8058,11771,38798,18996,34,6,3808,0.2193,0.47
8059,22740,11733,3202,98,82,16387,0.7385,0.35
8060,14408,23484,10297,67,97,10732,0.5455,0.21
8061,26127,3612,18767,14,69,2070,0.5897,0.27
8062,2413,6166,9664,7,81,3580,0.4086,0.98
8063,9806,31600,16507,81,64,18940,0.4946,0.3
8064,17715,13307,6999,64,60,11797,0.6973,0.98
8065,9937,20206,2255,31,82,10433,0.7437,0.33
8066,5931,14422,17905,86,42,11164,0.471,0.23
8067,19483,34928,19915,49,61,19762,0.6838,0.18
8068,19924,46881,19614,66,55,15024,0.3806,0.41
8069,4156,19518,13183,28,45,16907,0.7824,0.24
8070,405,2487,18164,50,83,655,0.6269,0.7
8071,14447,8131,85,82,74,5733,0.7426,0.24
8072,28212,1899,17454,48,97,13719,0.534,0.84
8073,26399,35648,5584,67,87,7454,0.3604,0.83
8074,1789,33995,8059,8,56,3804,0.5005,0.29
8075,26193,25014,11002,20,5,3928,0.467,0.75
8076,4017,40233,19551,55,89,3793,0.4329,0.86
8077,23564,14735,2585,78,22,4897,0.3485,0.59
8078,25095,40479,5013,95,31,15986,0.7314,0.37
8079,3036,45514,12757,52,96,10506,0.2604,0.44
8080,3962,7635,12910,69,76,5728,0.8213,0.79
8081,14606,47372,14297,73,99,6147,0.3225,0.29
8082,28905,42232,17460,81,80,17109,0.8859,0.33
8083,14418,2908,17720,49,46,4103,0.8919,0.16
8084,15400,13155,19280,7,10,759,0.4789,0.4
8085,26126,27705,8562,21,94,972,0.8915,0.09
8086,27772,26765,13937,87,84,3449,0.8083,0.32
8087,5749,32867,2343,41,98,457,0.2577,0.37
8088,19745,4397,18046,9,87,12485,0.8631,0.26
8089,25840,44077,16910,51,86,17543,0.2298,0.1
8090,26545,21043,11406,48,28,3642,0.3273,0.52
8091,18303,33316,10068,92,49,12840,0.6092,0.87
8092,27381,5108,12870,37,88,14617,0.2565,0.34
8093,15774,21377,15983,25,75,1540,0.3132,0.24
8094,28191,16920,1997,71,11,14632,0.8674,0.29
8095,17826,6112,19765,72,20,17915,0.8963,0.86
8096,5660,22353,15360,36,62,1330,0.7587,0.53
8097,15551,29302,16353,28,61,14860,0.5606,0.13
8098,18710,29336,15064,39,46,16228,0.8302,0.71
8099,1179,1720,18027,22,18,4904,0.2783,0.15
8100,29950,46452,9989,71,60,9116,0.86,0.06
8101,14083,33816,14515,58,16,8105,0.4461,0.26
8102,20690,9419,10275,30,97,7130,0.803,0.17
8103,22764,16675,7754,64,19,8111,0.6679,0.6
8104,15427,12304,16690,92,12,6508,0.8722,0.48
8105,12855,12052,6562,69,62,8443,0.8053,0.72
8106,27455,17887,3041,55,57,15910,0.8215,0.51
8107,27204,33972,17851,64,13,10895,0.6422,0.42
8108,7335,29476,8015,63,50,17965,0.7832,0.53
8109,17297,648,13780,80,96,9631,0.73,0.43
8110,21573,11740,8351,21,95,8772,0.3131,0.04
8111,2131,26537,18986,89,11,16131,0.654,0.68
8112,8614,22245,9299,25,48,18051,0.3037,0.96
8113,27645,8003,14205,71,18,12383,0.8086,0.42
8114,9195,18268,16130,32,79,5204,0.2462,0.42
8115,26217,26963,2092,93,96,14855,0.8909,0.05
8116,14387,43481,18615,48,10,3421,0.4804,0.89
8117,6011,28648,14884,74,39,11066,0.3194,0.93
8118,11795,9090,4542,66,74,17806,0.855,0.81
8119,19137,11567,3608,46,65,15084,0.2318,0.11
8120,27152,24001,9863,98,28,11099,0.5291,0.9
8121,3440,23401,3708,26,77,2287,0.7392,0.02
8122,7976,37106,16369,42,6,3524,0.4217,0.44
8123,15996,19744,19128,18,82,4494,0.5702,0.5
8124,12535,4467,3934,30,55,5808,0.6903,0.83
8125,1241,38519,4830,44,35,3626,0.8664,0.75
8126,25525,16304,19718,58,98,11604,0.2719,0.8
8127,25042,19855,6002,17,31,12285,0.3101,0.87
8128,19381,2193,7567,98,35,9226,0.5562,0.48
8129,9381,4101,5156,23,74,5724,0.4929,0.78
8130,20525,30883,18600,46,47,17960,0.4876,0.07
8131,2138,23040,4447,45,86,1086,0.4079,0.44
8132,27536,7910,12693,54,56,2280,0.5925,0.03
8133,4370,44140,14872,7,18,17476,0.8183,0.92
8134,10146,37422,19826,35,63,12700,0.3126,0.96
8135,4783,26108,10512,80,24,7991,0.3507,0.08
8136,16978,19001,3761,19,56,10949,0.6696,0.53
8137,7216,27533,1636,58,79,6218,0.2393,0.33
8138,29909,41565,9456,57,44,1379,0.6716,0.34
